ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Cluster
10232,1963,4,2,48799.0,0,1,106,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,1
4184,1950,4,5,52157.0,0,1,142,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,1
9120,1962,2,4,66565.0,0,1,107,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,1
891,1951,3,5,29298.0,1,1,147,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,0
10381,1979,2,4,47691.0,0,1,98,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,0
3525,1970,2,5,38200.0,1,1,151,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0
6818,1974,2,3,44989.0,0,1,255,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,1
3526,1968,4,3,38443.0,1,1,566,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,0
8181,1978,0,4,38593.0,1,0,277,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,0
1029,1970,4,5,64413.0,0,1,13,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,1
7369,1981,3,3,36959.0,1,0,40,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,0
2574,1977,4,3,61996.0,0,1,649,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,2
8159,1968,2,3,51287.0,1,1,7,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,0
1160,1970,2,3,13260.0,1,1,490,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,0
10242,1966,4,5,47472.0,1,1,338,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,0
5253,1956,3,5,54603.0,1,1,185,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,1
5966,1974,4,3,45207.0,1,1,214,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,1
5314,1951,2,5,40689.0,0,1,370,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,1
5081,1967,0,5,47821.0,1,1,427,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0
5123,1951,3,3,27450.0,0,0,309,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,0
5756,1983,2,5,39453.0,1,0,52,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0
8036,1971,0,5,26850.0,1,1,373,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,0
9058,1955,2,6,79800.0,0,0,491,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,2
5057,1961,3,3,61794.0,0,1,297,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,1
254,1955,2,5,53863.0,0,1,353,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,1
4179,1959,2,5,24221.0,0,0,423,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,0
3710,1984,4,4,39684.0,1,0,257,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,0
7627,1975,3,3,92163.0,0,0,261,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,2
4501,1965,3,4,69882.0,0,0,215,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,3
6424,1977,2,5,33178.0,1,0,629,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,0
3075,1972,4,3,59973.0,0,0,234,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,3
4992,1975,3,5,17459.0,1,0,405,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,0
5252,1969,2,2,23910.0,1,0,559,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0
7444,1969,3,3,42169.0,1,1,407,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,0
6919,1978,0,3,26224.0,1,0,75,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,0
3537,1981,2,5,31089.0,1,0,357,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,0
10277,1961,2,4,30081.0,0,1,434,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0
2453,1960,2,5,62807.0,0,1,657,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,1
7972,1955,2,4,72906.0,0,0,360,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,3
895,1948,4,3,61467.0,0,2,194,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,1
1177,1966,3,5,49618.0,1,1,543,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,0
7141,1986,3,4,21888.0,1,0,627,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,0
7232,1973,2,6,42429.0,0,1,221,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,0
8477,1956,2,2,26150.0,2,1,222,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0
2457,1975,1,3,30801.0,0,1,559,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,0
988,1965,2,3,81168.0,0,0,141,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,3
7930,1969,3,4,26877.0,0,0,403,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,0
4587,1944,3,6,45006.0,0,0,378,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,0
6682,1973,1,3,18978.0,1,0,238,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0
6222,1967,2,3,22574.0,2,1,604,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,0
10299,1969,4,4,48240.0,0,0,192,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,3
3083,1974,2,3,45837.0,1,1,554,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,1
8953,1965,3,4,35791.0,2,1,117,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,0
1503,1976,4,5,162397.0,1,1,55,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0,0
8650,1978,2,6,54162.0,1,1,370,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,0
10862,1960,3,3,30522.0,0,1,357,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,1
2782,1961,4,3,54456.0,0,1,230,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,1
6941,1971,2,4,31632.0,0,0,293,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,0
10972,1949,2,6,72298.0,0,0,201,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,2
10708,1978,0,4,36975.0,1,0,608,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0
6583,1955,0,3,72635.0,0,0,55,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,3
3641,1976,2,3,13624.0,1,0,412,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0
10156,1975,2,4,84196.0,0,1,55,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,3
4299,1960,2,5,70971.0,0,1,445,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,3
3469,1977,4,2,34487.0,1,1,124,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,0
5063,1977,2,4,28769.0,1,0,387,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,0
10727,1970,4,3,69084.0,1,0,409,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,1
9624,1958,4,5,65488.0,0,0,273,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,3
5156,1970,0,3,62466.0,0,1,305,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,3
4376,1960,0,4,32218.0,0,0,307,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,0
8923,1973,2,4,83917.0,0,0,372,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,3
8461,1962,2,2,46102.0,2,1,201,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0
6945,1952,2,4,84574.0,0,0,75,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,3
944,1962,2,3,56181.0,0,1,153,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,1
1907,1950,3,2,63120.0,0,1,601,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,1
701,1971,2,3,73691.0,0,1,129,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,1
3856,1960,2,5,63381.0,0,1,103,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,1
4149,1948,4,5,76140.0,0,0,271,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,3
2131,1959,4,2,62859.0,0,1,647,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,1
2942,1964,2,4,45906.0,0,1,140,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,1
1173,1947,3,5,77632.0,0,0,200,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,2
4381,1971,4,3,46463.0,1,1,380,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,1
4611,1970,2,5,105471.0,0,0,432,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,2
3376,1970,3,2,55282.0,1,0,282,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,0
4679,1977,3,3,78710.0,0,1,485,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,1
10928,1958,2,5,66886.0,0,1,338,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,1
4248,1960,3,4,98777.0,0,0,347,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,3
6728,1985,2,5,29103.0,1,0,577,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,0
6661,1974,2,3,67445.0,0,1,253,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,1
4725,1950,4,5,50616.0,0,1,269,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,0
3277,1955,2,2,49431.0,0,1,58,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,1
5555,1975,2,2,153924.0,0,0,135,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0
2564,1953,2,5,61278.0,0,1,67,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,0
946,1958,0,5,26490.0,0,0,468,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,0
3867,1947,4,5,73059.0,0,1,658,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,3
6940,1966,4,4,46734.0,1,2,448,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,1
55,1963,2,5,56253.0,0,1,151,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,1
7093,1985,2,3,19986.0,1,0,301,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,0
5084,1975,2,6,58330.0,0,1,542,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,3
1777,1980,1,3,25965.0,0,0,146,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,0
8162,1956,3,5,14661.0,0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,0
10826,1959,2,3,18690.0,0,0,607,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,0
8754,1974,4,5,45068.0,0,1,331,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0
1987,1987,1,4,21063.0,1,0,536,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0
11007,1968,4,3,29187.0,1,0,181,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0
7426,1971,0,3,54690.0,1,1,150,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,0
9153,1964,4,3,59304.0,0,1,619,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,3
10379,1962,3,4,59247.0,0,2,170,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,1
9204,1970,2,6,66731.0,0,1,255,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,3
3197,1980,2,3,77353.0,0,1,343,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,3
2920,1975,4,4,52614.0,0,1,20,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,1
6961,1974,2,3,26751.0,2,0,462,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0
4673,1963,4,3,81300.0,0,1,643,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,1
9937,1979,2,4,70337.0,0,0,23,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,3
8779,1985,0,3,36145.0,1,0,333,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,0
9596,1980,4,4,65295.0,0,0,498,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,3
2891,1963,2,2,68118.0,0,1,384,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,1
4910,1967,2,2,68743.0,0,0,639,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,3
75,1982,0,5,41039.0,0,0,532,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,3
10120,1955,2,5,38946.0,0,1,516,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,1
6327,1967,2,5,65777.0,0,0,411,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,3
10142,1976,4,2,66476.0,0,1,136,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,1
9826,1972,4,4,86857.0,0,0,255,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,3
1501,1982,4,3,160803.0,0,0,78,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,3
10767,1989,4,5,77845.0,0,0,332,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,2
7279,1969,4,5,69476.0,0,0,642,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,3
7230,1960,4,2,50611.0,0,1,82,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,1
143,1970,2,4,61209.0,0,0,534,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,3
450,1958,3,5,42315.0,0,1,252,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,1
9316,1952,1,5,13084.0,0,0,42,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,0
6379,1949,3,6,47570.0,1,1,615,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,0
9239,1961,3,3,61923.0,0,2,554,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,1
8315,1995,2,4,34824.0,0,0,548,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,0
2868,1949,4,4,26518.0,1,1,158,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,0
10888,1961,2,4,45938.0,0,0,63,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,1
1277,1960,2,5,78468.0,0,0,180,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,3
9977,1973,2,2,78901.0,0,1,360,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,1
10196,1978,2,3,71427.0,2,0,245,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,3
6384,1978,2,2,71022.0,0,1,221,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,1
8029,1988,3,4,90247.0,0,0,614,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,2
968,1968,3,2,41335.0,1,0,564,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,0
6988,1986,2,3,71952.0,1,0,196,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,2
4472,1970,4,2,35682.0,1,0,575,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,0
6991,1951,2,2,43185.0,0,1,202,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,1
3336,1948,4,5,66375.0,0,1,450,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,1
4301,1971,3,3,35178.0,1,0,196,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,0
1940,1986,2,3,25252.0,1,0,252,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0
1272,1965,3,4,55250.0,0,1,447,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,1
1388,1975,2,4,33249.0,1,0,413,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,0
1044,1953,2,5,58398.0,0,0,290,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,1
6969,1982,2,5,50272.0,1,0,145,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,0
10479,1975,4,3,76618.0,0,0,151,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,3
3619,1960,0,2,87305.0,0,0,491,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,2
1715,1978,2,5,25851.0,1,0,220,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,0
10159,1970,2,2,58710.0,0,1,651,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,1
1463,1958,2,4,45160.0,1,1,612,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0
5114,1965,3,3,74806.0,0,1,410,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,1
4990,1954,2,3,59111.0,0,0,30,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,1
4329,1984,4,3,18988.0,1,0,485,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,0
10936,1965,2,3,72190.0,0,0,265,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,3
4692,1976,2,3,7500.0,1,0,12,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,0
7212,1966,2,3,44794.0,0,1,163,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,0
6086,1955,2,3,80395.0,0,0,496,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,3
437,1976,3,2,75012.0,0,0,521,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,3
11171,1965,3,3,56962.0,2,1,236,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,1
11101,1991,2,5,89891.0,0,0,309,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,2
5329,1949,4,2,35946.0,1,1,580,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,0
610,1953,4,5,53593.0,1,1,144,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,1
9384,1978,2,3,66373.0,1,1,250,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,1
5956,1948,4,2,45072.0,1,2,340,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,1
10430,1973,2,2,89694.0,1,1,191,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,2
7875,1949,2,3,72025.0,0,0,614,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,2
7072,1973,2,3,67432.0,0,1,611,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,3
6255,1952,3,5,70545.0,0,1,56,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,1
6516,1989,1,3,17487.0,1,0,370,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0
5564,1969,2,5,62882.0,0,1,186,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,3
5682,1953,4,4,64108.0,0,1,480,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,1
7458,1956,3,5,34941.0,1,1,113,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,0
5237,1950,4,4,48767.0,1,2,1,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,0
7761,1978,0,5,38702.0,1,0,13,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,0
5278,1964,2,3,82224.0,0,0,521,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,3
3560,1952,2,5,83844.0,0,0,248,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,2
7235,1975,0,3,17003.0,1,0,195,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,0
10548,1995,2,4,71163.0,0,0,178,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,3
2281,1970,2,4,33697.0,1,0,318,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,0
4073,1954,0,3,63564.0,0,0,610,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,3
6974,1972,4,5,83443.0,0,0,661,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,3
7938,1958,4,5,51518.0,0,1,61,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,1
7094,1975,2,6,58330.0,0,1,542,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,3
3667,1969,2,3,80952.0,0,0,588,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1,2
7723,1979,2,5,75507.0,0,0,31,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,3
3870,1978,0,5,63855.0,0,0,175,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,3
4012,1972,4,5,62220.0,0,1,231,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1,1
5909,1964,2,3,58512.0,0,1,405,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,1
10470,1979,3,3,40662.0,1,0,308,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0,0
6488,1959,4,3,38829.0,0,1,116,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0,0
10270,1981,0,3,35523.0,1,0,61,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0,0
6887,1967,2,4,79146.0,1,1,505,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,1
6406,1988,3,3,78285.0,0,0,604,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0,3
7573,1978,4,4,31626.0,1,0,204,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1,0
4508,1952,2,4,75127.0,0,0,462,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,3
221,1955,2,3,48726.0,0,1,571,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0,1
5331,1977,2,3,74985.0,0,0,233,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0,3
1911,1987,2,5,67430.0,0,0,101,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0,3
20,1965,0,3,46891.0,0,1,15,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,0
8786,1956,3,3,62058.0,0,1,550,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0,1
10582,1979,2,3,72063.0,0,1,57,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0,3
1915,1951,4,3,78939.0,0,0,262,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0,3
8897,1965,2,4,42720.0,1,1,504,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1,1
2371,1972,2,3,33622.0,1,1,268,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,0
4303,1957,4,5,6835.0,0,1,171,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0,0
6825,1953,2,5,41452.0,1,1,113,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0
